"Activity","Subject","tBodyAcc-mean()-X","tBodyAcc-mean()-Y","tBodyAcc-mean()-Z","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tBodyAccJerk-mean()-X","tBodyAccJerk-mean()-Y","tBodyAccJerk-mean()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyGyro-mean()-X","tBodyGyro-mean()-Y","tBodyGyro-mean()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-mean()-X","tBodyGyroJerk-mean()-Y","tBodyGyroJerk-mean()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyAccMag-mean()","tBodyAccMag-std()","tGravityAccMag-mean()","tGravityAccMag-std()","tBodyAccJerkMag-mean()","tBodyAccJerkMag-std()","tBodyGyroMag-mean()","tBodyGyroMag-std()","tBodyGyroJerkMag-mean()","tBodyGyroJerkMag-std()","fBodyAcc-mean()-X","fBodyAcc-mean()-Y","fBodyAcc-mean()-Z","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z","fBodyAcc-meanFreq()-X","fBodyAcc-meanFreq()-Y","fBodyAcc-meanFreq()-Z","fBodyAccJerk-mean()-X","fBodyAccJerk-mean()-Y","fBodyAccJerk-mean()-Z","fBodyAccJerk-std()-X","fBodyAccJerk-std()-Y","fBodyAccJerk-std()-Z","fBodyAccJerk-meanFreq()-X","fBodyAccJerk-meanFreq()-Y","fBodyAccJerk-meanFreq()-Z","fBodyGyro-mean()-X","fBodyGyro-mean()-Y","fBodyGyro-mean()-Z","fBodyGyro-std()-X","fBodyGyro-std()-Y","fBodyGyro-std()-Z","fBodyGyro-meanFreq()-X","fBodyGyro-meanFreq()-Y","fBodyGyro-meanFreq()-Z","fBodyAccMag-mean()","fBodyAccMag-std()","fBodyAccMag-meanFreq()","fBodyBodyAccJerkMag-mean()","fBodyBodyAccJerkMag-std()","fBodyBodyAccJerkMag-meanFreq()","fBodyBodyGyroMag-mean()","fBodyBodyGyroMag-std()","fBodyBodyGyroMag-meanFreq()","fBodyBodyGyroJerkMag-mean()","fBodyBodyGyroJerkMag-std()","fBodyBodyGyroJerkMag-meanFreq()"
"1","LAYING","2",-0.9991700725,-0.998406043333333,-0.9987850925,-0.998930872291667,-0.999098336041667,-0.99968708875,-0.999771558333333,-0.999738722708333,-0.999894349375,-0.999594967291667,-0.99991117375,-0.999918063333333,-0.986975118541667,-0.979798557083333,-0.998827222083333,-0.984209508125,-0.846387782083333,-0.894800975625,-0.999439795625,-0.998919377083333,-0.999337306458333,-0.999685072708333,-0.999754638125,-0.9864311425,-0.999796080416667,-0.999706765833333,-0.999794338333333,-0.999785589166667,-0.999723866875,-0.9993985775,-0.7727719634375,-0.99939132375,-0.999736503958333,-0.99990293,-0.982106668125,-0.983441689583333,-0.99962279125,-0.9996138775,-0.90195939875,-0.999892482083333,0.2537328178125,0.0276227074791667,0.326810699202083,0.00766428163541667,-0.01847660675,-0.111800824583333,0.15616054815,0.114552676385417,0.142120380372917,0.607971194166667,-0.208670150229167,0.160945588454167,-0.308245417,-0.563200740208333,0.0825972511666667,-0.584101340208333,0.592162118125,-0.60006914875,-0.0966764838083333,-0.977435485208333,-0.972873912916667,0.229652255146458,-0.183835888697917,0.188903979395833,-0.0140926961125,0.0899301580375,0.0414978802020833,0.984601980833333,-0.987152028541667,-0.987630506875,-0.871492135,0.825742531666667,-0.951765408958333,0.0794291980625,-0.101974134208333,0.001166770975,-0.478879195916667,0.14267676161625,-0.543054463583333
"2","LAYING","4",-0.995453682222222,-0.991900215925926,-0.992941683333333,-0.995509027222222,-0.992853557037037,-0.996929533888889,-0.999495976481481,-0.999071498703704,-0.998279440925926,-0.998412444814815,-0.999830505740741,-0.999881812037037,-0.985459387777778,-0.95238466,-0.993357406666667,-0.97211736962963,-0.789811565212593,-0.766087929462963,-0.998534292592593,-0.998547633333333,-0.999513496296296,-0.99890646462963,-0.999175541296296,-0.967203736481482,-0.999432140925926,-0.998840199074074,-0.999288087962963,-0.999287694814815,-0.999440516296296,-0.997708686666667,-0.43657323487037,-0.998207509444444,-0.999099922777778,-0.998512708888889,-0.945616593333333,-0.955439338703704,-0.995006648703704,-0.998767281666667,-0.868617810185185,-0.999740026481482,0.197851834446296,0.18056140287037,0.344625065592593,0.0909557492907407,-0.00923156347222222,-0.0930128180759259,0.216919301796296,0.131830327946296,0.0949270001055556,0.602300845555556,-0.0580353027037037,0.00485365262962963,-0.523924495388889,-0.155121997962963,0.0934494217777778,-0.591236000740741,0.595289097037037,-0.598926379259259,-0.167199651205556,-0.954557603148148,-0.931292216611111,0.225664213703704,-0.187825586981481,0.225122605121111,0.0563616372962963,0.0374708035685185,0.232271997607407,0.973163444814815,-0.981078913888889,-0.970226542037037,-0.851204999814815,0.834140003333333,-0.938392370555556,0.139127433911111,-0.105019877685185,-0.036035873237537,-0.321017680537037,0.109036724135185,-0.23049902750963
"3","LAYING","9",-0.9957450562,-0.9927487936,-0.9931863556,-0.996169588,-0.991866218,-0.9988649692,-0.9996154514,-0.9976306804,-0.9973050792,-0.9950162782,-0.9983453058,-0.9991895606,-0.982644379,-0.9375930072,-0.9936009794,-0.952929412,-0.6075782485,-0.64975832692,-0.9981448206,-0.9983439028,-0.9990256846,-0.9966696298,-0.9990531826,-0.930297921,-0.9990305422,-0.9988788328,-0.9993047034,-0.999288341,-0.998791113,-0.9984432326,-0.68751604922,-0.9981899952,-0.998004997,-0.9989271352,-0.9285935844,-0.9249892766,-0.99853189,-0.9954637134,-0.8535611026,-0.9993073682,-0.04037310208,-0.105021605226,0.063931622968,-0.104510308384,-0.013632036148,-0.15890291983,0.067972539986,0.0042430683582,0.145205683022,0.743678469,-0.6311552108,0.6088493506,-0.43594731936,0.333730747512,0.08807344764,-0.72183018,0.7292664472,-0.7364939854,0.05233717034,-0.9308684376,-0.91512680016,-0.081433346092,0.02028595766,0.053912321748,0.16552243508,0.05323368221,0.2676263788932,0.9435073662,-0.9684700398,-0.9631139004,-0.8221405738,0.80494439,-0.921723524,0.192167154412,-0.10384667982,0.06958728596,-0.05351417512,0.266330933908,-0.24811745355
"4","LAYING","10",-0.998509916896552,-0.997306739655172,-0.997191055344828,-0.99885902137931,-0.988827694655172,-0.998627766034483,-0.998434447586207,-0.995272469310345,-0.997815168275862,-0.996916950517241,-0.998818024827586,-0.999013084827586,-0.981463695344828,-0.961344334655172,-0.997323116034483,-0.970096791724138,-0.780718570534483,-0.801003094137931,-0.998371379482759,-0.996324247586207,-0.998959462068966,-0.998385808793103,-0.999083019482759,-0.953793912068965,-0.999678942758621,-0.999447422758621,-0.999540263965517,-0.999516506896552,-0.999219438793103,-0.999483852758621,-0.649796303362069,-0.99843034862069,-0.995251231206897,-0.999074032068966,-0.9551597,-0.953706328103448,-0.997690109310345,-0.998469221551724,-0.876664693965517,-0.999676804482759,0.167970490508621,0.0326124917172414,0.264708024206897,0.0537799832775862,-0.019555937162069,-0.0770325657265517,0.156867366310345,0.186888000994828,0.267274327327586,0.533507895362069,-0.237594309789655,0.210242213718966,-0.335230738517241,0.267568776551724,0.073815064487931,-0.471325881068966,0.491889354051724,-0.512578968362069,0.229910128396552,-0.956781819655172,-0.940301654482759,0.195823928034483,-0.177620998294828,0.2207255631,0.155953848572414,0.0776129487586207,-0.00311887841992534,0.969101098793103,-0.978859683793103,-0.976487375689655,-0.843542308793103,0.817807286034483,-0.925310998275862,0.133365309033448,-0.100308254413793,0.200516018467241,-0.36179691137931,0.206113235,-0.245783152603448
"5","LAYING","12",-0.997171397166667,-0.994943288833333,-0.9951750685,-0.996755543833333,-0.994920919333333,-0.998939696,-0.999188364833333,-0.998760328166667,-0.998717596833333,-0.998253904833333,-0.9991196365,-0.999371983166667,-0.984499892833333,-0.950548837666667,-0.995425952833333,-0.9603605425,-0.660206288166667,-0.745024052833333,-0.998616396,-0.997842529,-0.999311276666667,-0.998375039166667,-0.999111768666667,-0.9566538865,-0.9992430745,-0.999094826666667,-0.999376237666667,-0.999350730833333,-0.999185331666667,-0.998480599,-0.529836529935,-0.998332442666667,-0.998858509166667,-0.998910778333333,-0.953558910166667,-0.958722381666667,-0.9987203235,-0.998286294666667,-0.879892992,-0.999756610333333,0.0620543677716667,0.122957168903333,0.212748529616667,-0.181942083985,-0.0146546807316667,-0.0835537350333333,0.1866292844535,0.148394795356667,0.1066297021,0.616692396666667,-0.20038350805,0.16474916492,-0.469480464183333,-0.0728975664,0.0854295393833333,-0.5926869015,0.60075547,-0.6087066605,-0.144740086653333,-0.9482046755,-0.936542686833333,0.0392784949766667,-0.0306114078716667,0.082583257375,0.0386964460666667,0.058082342509,0.166339340873333,0.958942315166667,-0.971466832166667,-0.969089944,-0.846891128,0.807105504833333,-0.923589938833333,-0.000574835448333335,-0.0990402297166667,0.157103877866667,-0.2175199677,0.0371141418341667,-0.243158132883333
"6","LAYING","13",-0.998989449193548,-0.998258005322581,-0.998093230967742,-0.999030826129032,-0.995947352741935,-0.999498543064516,-0.999486801129032,-0.999344655322581,-0.999377470483871,-0.997755103064516,-0.999765775483871,-0.999736962096774,-0.978682774354839,-0.968372493387097,-0.998217138870968,-0.975561181935484,-0.837906759193548,-0.83682064983871,-0.999295814677419,-0.999287280806452,-0.99977006,-0.999386263709677,-0.999578386129032,-0.96946349,-0.999719053709677,-0.999677647741935,-0.999780637258065,-0.999774722096774,-0.999776978387097,-0.999468443387097,-0.154979472483871,-0.99951577983871,-0.999361675806452,-0.999505208064516,-0.966002455322581,-0.946433301774194,-0.999448777580645,-0.999498221935484,-0.885668629516129,-0.999889282580645,0.176640393741935,0.0825260687822581,0.325359527412903,-0.0119348255645161,-0.00973609968045161,-0.0966250701451613,0.169137079066129,0.20045945871129,0.0922941454467742,0.545015147903226,-0.296945861845161,0.249625898058065,-0.377332396983871,-0.6641930475,0.0767774832096774,-0.526586628354839,0.532890033935484,-0.538986053709677,-0.0570662451241935,-0.960517768225806,-0.947944746612903,0.114259027564516,-0.0972179902870968,0.0992317318596774,0.106425530085484,-0.18474928495,0.0384601044612903,0.975864274516129,-0.987869666129032,-0.985328656451613,-0.849879034354839,0.821472009354839,-0.93199851983871,0.0878070038354839,-0.101835573822581,-0.0334739439193548,-0.295425881322581,0.0672616693709677,-0.299197768872581
"7","LAYING","18",-0.999827340153846,-0.999814858769231,-0.999729310615385,-0.999688184307692,-0.999715812769231,-0.999859425692308,-0.999950371692308,-0.99991253,-0.999964326769231,-0.999694767538462,-0.999939647384615,-0.999939646307692,-0.990119148923077,-0.987116090461538,-0.999722327384615,-0.985386312923077,-0.880191793384615,-0.936820984769231,-0.999615347846154,-0.999504405230769,-0.999806943692308,-0.999757353692308,-0.999818692153846,-0.992436927692308,-0.999812368615385,-0.999725605692308,-0.999847522615385,-0.999843218153846,-0.999802306923077,-0.999667885076923,-0.618503813846154,-0.999632038,-0.999912308923077,-0.999970318461538,-0.986864957076923,-0.988134217846154,-0.999767847076923,-0.999716571076923,-0.856522352461538,-0.999950185384615,0.176756142769231,0.0943239986712308,0.344577418907692,0.0370569439953846,-0.02517618068,-0.0837587308153846,0.169585630553846,0.250937196206154,0.237727198355385,0.481730669538462,-0.0597978590870769,-0.004059351712,-0.464768364015385,-0.530808832969231,0.0749985010769231,-0.437682928307692,0.452380932461538,-0.467024704307692,-0.205290556303077,-0.986456241538462,-0.986464542615385,0.249936760632308,-0.203673941003077,0.281791848501538,0.244070502527692,-0.00864078599876923,0.012890911426,0.989175367230769,-0.984749896615385,-0.988212020461538,-0.879862134,0.824420760769231,-0.948568864461538,0.207628160667692,-0.0997154236307692,-0.0407165609215385,-0.554969189692308,0.267881671184615,-0.3895191314
"8","LAYING","20",-0.995884621617647,-0.992372968676471,-0.992352147794118,-0.997183494558823,-0.991952666911765,-0.999360318382353,-0.999882172647059,-0.999645295441177,-0.999878851911765,-0.999160331764706,-0.999626987058823,-0.999600131323529,-0.987433767647059,-0.967120751470588,-0.992939625735294,-0.978625483529412,-0.812848188558824,-0.882291368529412,-0.999068655588235,-0.998775495735294,-0.999612359852941,-0.999432631323529,-0.999652795588235,-0.982619403529412,-0.999639856470588,-0.999599510147059,-0.999682629117647,-0.999664747941176,-0.999596568235294,-0.999423935147059,-0.688402463588235,-0.998969798235294,-0.999649395294118,-0.999904866029412,-0.969595156911765,-0.9693842075,-0.999191247794118,-0.999378302794118,-0.876448117352941,-0.999779337794118,0.109757276022059,0.145594592338235,0.221747216,-0.0500925630435147,-0.0231760616308824,-0.0954899626029412,0.0806923087705882,0.196620144587503,0.182377957344118,0.646790419852941,-0.110334460039706,0.0689441254544118,-0.255983130661765,-0.441664645282206,0.0892716006470588,-0.623539603485294,0.631355439558824,-0.639053874264706,-0.00657015040735294,-0.960743126176471,-0.939489444558824,0.165567116163235,-0.153686058657353,0.15362494375,0.104118085158676,-0.231516299774706,-0.0731347107485294,0.978771561323529,-0.986131628529412,-0.984566391176471,-0.869964813235294,0.821328815588235,-0.938578633088235,0.176608524257353,-0.0995033069117647,0.0600359942058824,-0.483108087573529,0.248663865455882,-0.416075641607353
"9","LAYING","24",-0.999126661666667,-0.998462633472222,-0.998549344722222,-0.999032190138889,-0.999673245277778,-0.999719238888889,-0.999765774305556,-0.999715339722222,-0.999495430972222,-0.998521301666667,-0.999703413472222,-0.999527379444444,-0.986998152638889,-0.977067079583333,-0.998625261111111,-0.97758934,-0.819498615375,-0.904343648888889,-0.999466228888889,-0.998977443472222,-0.999220903194444,-0.999305452083333,-0.999597580138889,-0.976570564027778,-0.999774522777778,-0.999739072361111,-0.999802225833333,-0.999782361666667,-0.999786452916667,-0.999575650833333,-0.509966017351389,-0.999482670694444,-0.999738847638889,-0.999708808055556,-0.98371179625,-0.987915105138889,-0.999669075555556,-0.999442303055556,-0.9011893825,-0.999924275694444,0.201147444398611,0.0358537713875,0.249678364563889,0.00732634957083333,-0.0143679929444444,-0.0955538053611111,0.127844852206944,0.104161695220556,0.132100448180556,0.633142262083333,-0.15693135972375,0.113292824072222,-0.850596599027778,-0.653262049388889,0.08072123275,-0.633844805,0.633872095,-0.63358104875,-0.0947279552513889,-0.9718540425,-0.969354834166667,0.0388815744930556,-0.061209641,0.159810337588889,0.259636554861111,0.274399892422222,0.100114929905556,0.976605520138889,-0.986586593888889,-0.985448275972222,-0.860582455833333,0.8283496625,-0.932530055555556,0.208147316930556,-0.102813809652778,-0.0855540821611111,-0.346013661041667,0.152654280440417,-0.2372647697
"10","LAYING","1",-0.9968433814,-0.9964651256,-0.989165392,-0.9939360786,-0.9132222358,-0.9861261602,-0.9725660026,-0.9655679516,-0.9847916574,-0.9947050944,-0.9983641902,-0.9977716264,-0.9470157928,-0.8915852114,-0.9897355792,-0.953602662,-0.706671531112,-0.69292383836,-0.9914363688,-0.9832265184,-0.9982832952,-0.9922768486,-0.99717988,-0.850249174586,-0.9969585804,-0.997390545,-0.9977339956,-0.9977340718,-0.9968131126,-0.9937447174,-0.48536717122,-0.9953484832,-0.968166132,-0.9897103736,-0.8562608991,-0.8574316098,-0.9854256262,-0.990634675,-0.8796357266,-0.9985240254,0.15042130422,0.032813815882,0.228735359858,-0.022012200614,-0.016553093978,-0.064486124088,0.17802012454,0.0841931443664,0.157727944578,0.6401484404,-0.385390085586,0.350315681568,-0.07809749428,-0.20911768088,0.0810865342,-0.5936727904,0.6091290172,-0.6245765304,-0.094974300494,-0.8419291525,-0.79514486386,0.03545197294,-0.045545088,0.03519635202,-0.112281174518,0.06825486252,-0.038780932678,0.9302030164,-0.9691674102,-0.9535888746,-0.78018166656,0.7702035598,-0.910953921,0.075062469436,-0.107270949192,0.05831145054,-0.244623975822,0.19059974554,-0.40846670854
